( KW_060 "Umemwua mtoto wa wenyewe, alisema Roba.")
( KW_061 "Haya, Almasi umemwua mtoto wa Kinyanjui, Kinyanjui atakumaliza.")
( KW_062 "Roba aliuliza.")
( KW_063 "Nami sitaki fedheha hiyo wala karaha ya kuumbuliwa maumbile yangu.")
( KW_064 "Jua lilikuwa kali kiasi.")
( KW_065 "Alitaka kuoga haraka atoke majini apanguswe upesi na taulo la miale ya jua kisha avae magwanda yake.")
( KW_066 "Dumu lake la maji li tupu kalitupa chini ameachama.")
( KW_067 "Ni kama hofu lakini hofu ya kisebusebu.")
( KW_068 "Alianza kujisomea matabu yake, lakini mara hii kwa mnong'ono Aliwasha redio.")
( KW_069 "Redio sikupi.")
( KW_070 "Chemasunde alijiendea zake bila redio.")
( KW_071 "Ehee!")
( KW_072 "Leo itaniona.")
( KW_073 "Musakhulu kuna nini?")
( KW_074 "Samahani Musakhulu.")
( KW_075 "Naliaka alimwonyesha pande la gogo akamwambia akae.")
( KW_076 "Usiku yeye ni wachman kwa Rejani, alitamka Nakhumicha.")
( KW_077 "Nyamaza toto, alimnyamazisha mtoto.")
( KW_078 "Unga umekwisha.")
( KW_079 "Twamsubiri Baba Jimi arudi pengine ataleta unga.")
( KW_080 "Olelo mlesi wa mwana Kona lilo kona lilo Mlesi wa mwana Mai kecha mai kecha Kecha ne nyama.")
( KW_081 "Haikuwa rahisi kukisubirisha kitoto kile hadi uji upoe.")
( KW_082 "Hivi wewe ushapanda ndege?")
( KW_083 "Naliaka akawa anaamka kila asubuhi kwenda kumpikia nduguye na kumwonyeshea vyombo.")
( KW_084 "Leteni mawe!")
( KW_085 "Henry Wekesa alikuwa akisema kwa sauti kubwa.")
( KW_086 "Abiria walinywea kwa hofu kwa mvua ya mawe na vigae vilivyowaangukia.")
( KW_087 "Mbona nisirushe?")
( KW_088 "Kumbe mwanafunzi mwenyewe sugu wa fujo.")
( KW_089 "Nyote mwajua kitendo cha aibu ambacho nyie wanafunzi mmehusika kwacho.")
( KW_090 "Sasa dereva na kondakta watawakagueni na kuwatambua wale waliozusha rabsha hizo.")
( KW_091 "Aliingia kwenye bweni na kujitosa kitandani.")
( KW_092 "Imekuwaje mpaka najipata katika kundi la waasi naripuliwa viboko bure bilashi?")
( KW_093 "Hotuba yake ya ghamidha na ghadhabu na iliyokuwa katika Kiingereza kibovu kibovu ikipokelewa kwa vifijo na nderemo.")
( KW_094 "Angalia namna mwalimu mkuu alipoacha wale wendawazimu wa Mawingo na wale mapolisi mafala kutuhangaisha bure bure.")
( KW_095 "Dhuluma kama hiyo mnaikubali?")
( KW_096 "Naogopa kubakwa?")
( KW_097 "Lo nilikuwa shule nyingine kukawa na mgomo, alisema msichana yule baina ya kikweukweu.")
( KW_098 "Polisi wakaitwa wakaja kwenye mabweni.")
( KW_099 "Au mzee amekufa?")
( KW_100 "Bwana asifiwe sana!")
( KW_101 "Genge hilo lilitishia kumtia suna kwa nguvu.")
( KW_102 "Gari aina ya Range Rover lilikaribia kwao na kusimama.")
( KW_103 "Ooh Mungu wangu!")
( KW_104 "Tiyo kabisa.")
( KW_105 "Madhehebu ya Kenya, kuthibitisha kuwepo kwa Kenya kama taifa lisilogawanyika, linalonuia kuponya majeraha.")
( KW_106 "Ili kufaulisha muungano wa asasi hizo mbili, zenye malengo sawa ya kurekebisha Katiba.")
( KW_107 "Vyama vikuu vya kisiasa: KANU, ambacho kimsingi kiliungwa mkono na Wakikuyu na Waluo.")
( KW_108 "Hivyo kuondoa tofauti zilizopo baina ya masharti ya kawaida na masharti yalijikita.")
( KW_109 "Ijapokuwa palikuwa na jaribio la kutaka kudhihirisha kanuni kwa misingi ya nadharia za kidemokrasia.")
( KW_110 "Uwanja wa shughuli kisiasa ulikuwa finyu sana.")
( KW_111 "Shabaha kuu ilikuwa ni kukomesha majaribio ya Oginga Odinga, George Anyona na wanasiasa wengine wengi.")
( KW_112 "Ana uwezo wa kusamehe hatia anapotaka.")
( KW_113 "Sita, hakuna mbinu ama asasi za kuwahusisha wananchi katika masuala ya taifa, licha ya kupiga kura kila baada ya miaka mitano.")
( KW_114 "Vuguvugu baada ya mwaka elfu tisa mia na tisini na tisa lilitokana na matukio ya kilimwengu.")
( KW_115 "Vile vile kuhusu maudhui, Sheria ya Marekebisho ya Katiba ya Kenya imeelezea wazi.")
( KW_116 "Dhana za kikatiba zinazotumiwa ni zile za uraia na haki za watu binafsi na za makundi.")
( KW_117 "Ashikilie nafasi muhimu katika kufikia maamuzi, katika kutoa maoni na katika kuteua wawakilishi wao.")
( KW_118 "Raia na viongozi wa dini nao, kwa upande mwingine, walitaka utaratibu ambao ungeongozwa na wananchi.")
( KW_119 "Kiasi kuwa ni lazima utaratibu uwashirikishe, uwe wazi na uwajumuishe.")
( KW_120 "Ongezeko hili limesababisha upungufu katika uzalishaji wa chakula.")
( KW_121 "Tena, ongezeko la haraka katika gharama ya vifaa vya kilimo.")
( KW_122 "Ingawa tangu jadi makabila yameishi pamoja kwa mapatano na kuheshimiana, hivi karibuni ukabira umezidi.")
( KW_123 "Ugomvi huo ni miongoni mwa tofauti za kihistoria.")
( KW_124 "Uhusiano wa kikabila aghalabu unazidi imani kwa taifa.")
( KW_125 "Makundi na vyama vya kisiasa, vyenye misingi ya kikabila.")
( KW_126 "Upande wa pili wa mfumo huu wa kisiasa ni ule uliokita katika ukoo na uraia.")
( KW_127 "Kuna mtu Katiba ya Marekebisho inasema, Aha Waisilamu ni nini?")
( KW_128 "Ripoti za kamati zilipitiwa tena ili kushirikisha maoni ya Tume.")
( KW_129 "Chini ya katiba ya sasa, uraia unaweza kupatikana kwa kuzaliwa, kuandikishwa kwa, kusajiliwa na nasaba.")
( KW_130 "Adhihirishe kuwa mwenye tabia na nia njema akipewa uraia na kusihi Kenya.")
( KW_131 "Kama ya kikoloni ambayo ilitenga mipaka ya maeneo ya taifa kutokea ile ya Uganda, Ethiopia Uganda, Somalia na Tanzania.")
( KW_132 "Mwanzo kabisa, mipaka ya kimataifa ya Kenya haikutajwa: kwa jumla ni kama ile ya utawala wa kikoloni.")
( KW_133 "Pili, haki ni muhimu, ili watu waishi katika hadhi, watimize uwezo wao, watosheleze mahitaji yao ya kimwili na kiroho.")
( KW_134 "Nne, haki ya kufafanua uhusiano wa watu kwa taifa.")
( KW_135 "Mwisho, haki zinajulikana hivi sasa kama haki za jamii nzima: zile zinazojumuisha jamii, nzima kwa jumla.")
( KW_136 "Haki ya kulindwa dhidi ya utumwa, shokoa utumwa, kuteswa utumwa, kutendewa kinyama ama kushushiwa hadhi.")
( KW_137 "kukosa kulinda, ipasavyo kukosa, uhuru wa dini, siku na njia za kuabudu na pia njia za kuvaa.")
( KW_138 "Ipige marufuku kisheria ubaguzi kuambatama na ujinsia, ujauzito na, na hati ya ndoa.")
( KW_139 "Thibitisho latokana na jinsi wanavyopuuzwa, na pia kuwa kwa namna mbalimbali.")
( KW_140 "Nafsi ya kujifunza na kujitayarisha kuwaelewa wazee na jinsi ya kushughulikia maswuala yanayowahusu.")
( KW_141 "Walemavu hawana sababu kamwe ya kudhaniwa kuwa kama vitu, vya kuonewa huruma Kupewa msaada, au hata sera zilizotungwa na wengine.")
( KW_142 "Mielekeo hii inaweza kutokana na kutojua, itikadi na woga wa kitu tofauti.")
( KW_143 "Ufafanuzi wa ulemavu uhusishe hali kama za kifafa, uzeruzeru na virusi vya ukimwi.")
( KW_144 "Kenya ilirithi, kutoka kwa utawala wa kikoloni, tamaduni za usiri.")
( KW_145 "Imani za kidini, kama vile, kutowaruhusu wanawake kuvaa mavazi yaliyo pendekezwa na dini zao, ama kunyoa nywele.")
( KW_146 "Ushahidi waonyesha kwamba hitimaye watu wengi hawahukumiwi kamwe.")
( KW_147 "Kuhakikisha kwamba wananwake wana uwezo wa kujitambulisha kibinafsi, pamoja na kuwa na haki ya kuchagua jina.")
( KW_148 "Urahisi wa kupata vifaa saidizi kwa matumizi ya walemavu.")
( KW_149 "Lugha ambayo ni muhimu katika mawasiliano ya kimtagusano, umoja wa kitaifa na ushirikiano wa kimaeneo.")
( KW_150 "Kwa hivyo, Dholuo Kwa, kwa mfano, inarejelea si lugha tu bali pia utamaduni maalum wa Waluo.")
( KW_151 "Ni lazima ihusishe wingilugha.")
( KW_152 "Hazijafaulu katika kuuondoa, kuutangamanisha na kuuelekeza upya au hata kuelewa undani wa nguvu hizi upingi.")
( KW_153 "Yaelekea, si Uisilamu, Ukristo na itikadi na mwelekeo wa Benki ya Ulimwengu hazijafaulu.")
( KW_154 "Dini za Kenya zinaweza kuainishwa kama za Kikristo.")
( KW_155 "Pili ni sifa ya taifa la kilimwengu.")
( KW_156 "Vyama husajiliwa chini ya Sheria ya Vyama, na si muhimu kamwe kuonyesha kiasi chochote cha watu wanaounga mkono chama.")
( KW_157 "Uundaji na usimamizi wa vyama vya kisiasa uzingatie ujinsia kwamba kuwe na usawa wa kijinsia katika uanachama wa vyama.")
( KW_158 "Vyama vya kisiasa yapasa view na manifesto ya wazi, ie kuonyesha kile kinachotarajiwa kufanyiwa.")
( KW_159 "Chama kitatakikana.")
( KW_160 "Iwe kwamba angalau, thuluthi moja ya wagombea uchaguzi waliopo kwa viti vya eneobunge la kijiografia ni vya wananwake.")
( KW_161 "Vyama vilivyosajiliwa na Tume ya Uchaguzi, vina haki ya kusaidiwa na serikali.")
( KW_162 "Riba iliyo ongezeka katika mgawanyiko wa kimaeneo imefananishwa kwa njia nyingi.")
( KW_163 "Idhini ya Bunge itafutwe kabla ya mamlaka makuu kuidhinisha mkataba wowote.")
( KW_164 "Tofauti iwekwe kati ya mikataba inayojitekeleza yenyewe.")
( KW_165 "Aidha hii imedhihirika katika asili ya uanachama.")
( KW_166 "Ipo haja ya kuongeza idadi ya uwakilishi Bungeni, katika serikali za wilaya na makundi kama ya hayo.")
( KW_167 "Ithibati zizingatiwe kwa kutumia ushahidi mwingine wo wote.")
( KW_168 "Hatia nyeti kama vile matumizi ya nguvu, rushwa au udanganyifu wa kura.")
( KW_169 "Vyombo muhimu zaidi ni Bunge, mamlaka ya nchi na mahakama.")
( KW_170 "Ina Jaji Mkuu kama mwenyekiti, Mwana Sheria Mkuu, majaji wawili walioteuliwa na raisi.")
( KW_171 "Hivyo, kwa hali zote, kupunguza na kusambaza madaraka ni mbinu ya kisiasa.")
( KW_172 "Havikuundwa vyema, vinaweza kumaanisha marudio utawala hali usiotenda kazi vyema.")
( KW_173 "Aidha, vitengo vya upunguzaji na usambazaji wa madaraka, ambavyo havikuundwa.")
( KW_174 "Kila atajariba, ina muktatha, wake wa kihistoria au kimaalum.")
( KW_175 "Tatu, madaraka yaliyosambazwa lazima yabainishwe.")
( KW_176 "Uwezo na, wajibu na majukumu, fedha za baraza na kuarifu, kuchunguza na kidhibiti mamlaka.")
( KW_177 "Umeme mwingi wa Kenya hutokana na nguvu za mvuke, lakini madimbwi makubwa nayo pia yanagharama yake, kijamii na kimazingira.")
( KW_178 "Nguvu inayotokana na miale ya jua, ndiyo njia bora zaidi ya kutolea kawi nchini Kenya.")
( KW_179 "inahusiana na hali ya wanaoishi Shambani, hasa wanaofahamika kama maskwota.")
( KW_180 "Mungu, ana madaraka ya kutuweka mbinguni na kutuhukumu jehanamu, kulingana na hukumu yake.")
( KW_181 "Pamoja na mateso makuu, mioyo yao haifi.")
( KW_182 "Isa Al Masih, Aleisalam, njia iliyo nyoofu.")
( KW_183 "Kabla ya kuchujwa na kung'olewa hadithi na khabari zilizo dhaifu, na kuthibitishwa zenye nguvu, Sahihi.")
( KW_184 "Huko katika Yerusalemu Takatifu walipopaa wote wawili, Muhammad, na Yesu, kwa uvuto wa kiroho.")
( KW_185 "Udhibiti hasa kuamua sera au uamuzi utakaofuatwa.")
( KW_186 "Demokrasia ya uwakilishi, inafikiriwa na wengi kuwa haijafaulu.")
( KW_187 "Dhana zingine zisizofaa, kutoka kwingineko nchini, au kutoka katika mfumo wa serikali.")
( KW_188 "Jukumu lake ni kuweka hali inayofanikisha maendeleo, jumuishi.")
( KW_189 "thuluthi moja ya watumishi wa umma katika maeneo yote wawe wanawake.")
( KW_190 "Bunge litenge viti kwa walemavu.")
( KW_191 "Kwenye mtindo huu, vyombo vya chama huandika orodha kutoka miongoni mwa wanachama.")
( KW_192 "Jiji la Nairobi lililo na asilimia 1 ya idadi ya watu wote wa Kenya, lina asilimia 3 ya viti vyote bungeni.")
( KW_193 "Inaipa uwezo kuyabainisha manung'uniko yanayotokea kabla na baada ya upigaji kura kumalizika.")
( KW_194 "Pingamizi lilikuwa, kati ya mambo mengine, jukumu la kuondoa magonjwa.")
( KW_195 "Inahitaji zaidi kutangaza, kuendeleza kutangaza, na kuhifadhi kilimo, kulinda mchanga, Kulinda mchanga na rutuba yake, na kutengeneza maendeleo ya ardhi ya kilimo, kulingana na mafunzo.")
( KW_196 "Ardhi ndiyo mali ya kawaida ya Mataifa, Wazalendo na Wananchi wa Ethiopia.")
( KW_197 "Hasa katika maeneo ya Mkoa wa pwani, Bonde la Ufa na mkoa wa kaskazini mashariki na maeneo mengine.")
( KW_198 "Kupitia haki za kumiliki, imepelekea kwa jamii kunyang'anywa mali yao katika maeneo mengi ya nchi.")
( KW_199 "Ukweli ni kwamba, dharau za kikatiba kuhusu Ardhi.")
( KW_200 "Fauka ya hilo, kuna jambo la pekee kwenye kifungu cha 32 kwa ardhi ya kilimo, mifugo na mimea.")
( KW_201 "Unyumbufu ili kuruhusu mabadiliko ya umiliki kwa maslahi ya umma na bila kudhuru wenye haki waliopo.")
( KW_202 "Kwa hivyo uhifadhi ulionekana kama suala la turathi.")
( KW_203 "Ili kuunda maono yanayofaa, dhima yanayofaa, na malengo yanayofaa.")
( KW_204 "Lazima pia kuwe na jozi ya masharti ya kifedha.")
( KW_205 "Wakati bajeti inapowasilishwa Bungeni kawaida kabla ama tarehe 3, Juni.")
( KW_206 "Siku ile ya Bajeti, bunge hupitisha azimio linalothibitisha mabadiliko ya ushuru.")
( KW_207 "Azimio hili hupewa msukumo wa mwisho wa kisheria wakati Sheria ya Fedha inapokuwa imepitishwa.")
( KW_208 "Uombaji wa humu nchini, ungeziba pengo la ufadhili.")
( KW_209 "Fedha na Mapato katika Katiba.")
( KW_210 "Uanzishaji wa afisi ya Gavana wa Benki Kuu ya Kenya.")
( KW_211 "Athari ya ukosefu wa kinga mwilini, nil haiwezi kupuuzwa katika kushughulikia masuala ya afya.")
( KW_212 "Uimarishaji kama huo pia unaweza kufanyiwa muundomsingi.")
( KW_213 "Walimu hufanya kazi nyingi sana lakini hawalipwi vizuri wala kupewa motisha.")
( KW_214 "Elimu ya kimsingi inapaswa kutolewa kwa wote bila malipo.")
( KW_215 "Mfumo wa kwota unapaswa kuondolewa.")
( KW_216 "Kuna bugudha katika haspitali za umma.")
( KW_217 "Vyumba vya kuhifadhia maiti havipaswi kuwa vya malipo.")
( KW_218 "Wizara ya afya inapaswa kutengewa asilimia 2 ya makadirio ya bajeti pamoja na kupewa fedha nyingine.")
( KW_219 "Tume hiyo iwe ikirejelea mara kwa mara masharti na hali ya huduma, sheria za nidhamu, mafunzo na sifa za kufuzu.")
( KW_220 "Ili kupigania kutojua kusoma na ujinga, kuimarisha mfumo wa elimu, na kuboresha sayansi, utafiti sayansi, ushirika wa kisayansi.")
( KW_221 "bora na wa kutegemewa.")
( KW_222 "Teknolojia ya jadi ni muhimu.")
( KW_223 "Kutoa mapendekezo kuhusu: Tume, taasisi na afisi za kikatiba zilizopo.")
( KW_224 "Swala jingine lolote muhimu kwa maendeleo ya siku za usoni.")
( KW_225 "Nne ni uwajibikaji.")
( KW_226 "Ziwe na mipango ya habari za umma na masomo katika maeneo yao.")
( KW_227 "ichunguze madai ya ukiukaji wa haki za binadamu.")
( KW_228 "ishughulikie mauaji yaliyopita ya wanasiasa.")
( KW_229 "maafisa wa polisi wasiofuata taratibu za kisheria wafutwe.")
( KW_230 "Watu wanaodhulumiwa kutokana na ukatili wa polisi au wale wanaoteswa na polisi walipwe fidia.")
( KW_231 "Zaidi Tume ilipokea taarifa asili kuhusu maovu mengi katika kazi zote za Serikali na umma.")
( KW_232 "Achunguze na abuni taswira kamili kuhusu, hali sababu na kiwango cha ukiukaji wa haki za kibinAdamu uliotekelezwa.")
( KW_233 "Jaji mkuu ateuliwe na raisi kwa idhini ya bunge.")
( KW_234 "Uthibitisho na utaratibu wa sheria zinazohusu urithi katika jamii ya Kiisilamu.")
( KW_235 "Irejelee sheria ya Mohammed iitwe sheria ya Kiisilamu au Sharia.")
( KW_236 "Awe na sifa kama za jaji wa mahakama kuu.")
( KW_237 "Haliungi mkono vyama vyovyote vya siasa, wenye nidhamu, wazalendo na ambao watadhibitiwa na umma.")
( KW_238 "ibuni walinzi na jeshi la usalama.")
( KW_239 "ifutilie mbali adhabu ya kifo.")
( KW_240 "Katika utamaduni, dini na lugha mbalimbali, Katiba mpya inapaswa.")
( KW_241 "kutaka kwamba theluthi tatu ya wagombea uchaguzi wawasilishwe na vyama vya kisiasa, theluthi nyingine kuchaguliwa ama kuteuliwa.")
( KW_242 "lakini endapo atajiuzulu, afe ama kuachishwa kazi na Bunge baada ya kura kupigwa ya kutokuwa na imani naye.")
( KW_243 "lelezee kwamba Waziri Mkuu atakuwa wa kudumu katika Bunge.")
( KW_244 "Mikononi mwa Wakenya wenyewe isipokuwa pale umilikaji umo mikononi mwa watu wengine.")
( KW_245 "Ikiwa ni pamoja na madini, maji madini, ardhi madini, misitu madini, uvuvi na sehemu chepechepe.")
( KW_246 "Iweke maliasili yote.")
( KW_247 "Ihitaji serikali kuunda na kuchapisha sera ya kitaifa ya ardhi.")
( KW_248 "Izuie ongezeko la ushuru wa mara kwa mara bila idhini ya Bunge.")
( KW_249 "Ianzishe Tume ya Maadili na Hadhi ili kusimamia kanuni za uongozi.")
( KW_250 "Na ni nini kitakujuvya?")
( KW_251 "Pengine hiyo Saa iko karibu.")
( KW_252 "Ulipo mwambia yule Mwenyezi Mungu aliye mneemesha, nawe ukamneemesha: Shikamana na mkeo, na mche Mwenyezi Mungu.")
( KW_253 "Ahadi ya Mwenyezi Mungu ikatimia.")
( KW_254 "Khofu na misukosuko iliyo kuwako, na vipi mwishoe Waumini wakashinda.")
( KW_255 "Soma!")
( KW_256 "Shungi la uwongo lenye makosa!")
( KW_257 "Giza juu ya giza.")
( KW_258 "Wenye kumtii Mwenyezi Mungu na Mtume wake, na wakamwogopa Mwenyezi Mungu na wakamcha, basi hao ndio wenye kufuzu.")
( KW_259 "Naye akajisahau mwenyewe: na ya kwamba yapasa kuchagua kheri kuliko shari, na kukhiari lilio bora kuliko lilio duni.")
( KW_260 "kwa ajili ya kupata mafanakio duniani na Akhera, na kwamba haielekei kwa mwenye akili kuwaita watu watende mema.")
( KW_261 "Akhera wana yakini nayo.")
( KW_262 "Nyoyoni mwao mna maradhi, na Mwenyezi Mungu amewazidishia maradhi.")
( KW_263 "Kisha atakufisheni, tena atakufufueni, kisha kwake mtarejeshwa?.")
( KW_264 "Iogopeni Siku ambayo mtu hatomfaa mtu kwa lolote.")
( KW_265 "Ewe Musa!")
( KW_266 "Atutolee vile vinavyo mea katika ardhi, kama mboga zake, na matango yake, na thom zake, na adesi zake, na vitunguu vyake.")
( KW_267 "Basi watapata malipwa yao kwa Mola wao Mlezi, wala haitakuwa khofu juu yao, wala hawatahuzunika.")
( KW_268 "Yeyote atakaye muamini Mwenyezi Mungu, na Siku ya Mwisho, Na akatenda mema.")
( KW_269 "Nyinyi mnapuuza.")
( KW_270 "Ametakasika na hayo.")
( KW_271 "Vyote vinamtii Yeye.")
( KW_272 "Anapo taka jambo basi huliambia tu: Kuwa!")
( KW_273 "Alipo sema Ibrahim: Ee Mola wangu Mlezi!")
( KW_274 "Mwenyezi Mungu anajua kwamba mlikuwa mkizikhini nafsi zenu.")
( KW_275 "Kwani Mwenyezi Mungu hawapendi waanzao uadui.")
( KW_276 "Sema: Kheri mnayo itoa ni kwa ajili ya wazazi na jamaa na mayatima na masikini na wasafiri.")
( KW_277 "Wala msizichukulie Aya za Mwenyezi Mungu kwa maskhara.")
( KW_278 "Zilindeni Sala, na khasa Sala ya katikati, na simameni kwa ajili ya Mwenyezi Mungu nanyi ni wenye kunyenyekea.")
( KW_279 "Mwenyezi Mungu hawaongoi watu madhaalimu.")
( KW_280 "Akamwambia: Twaa ndege wane na uwazoeshe kwako, kisha uweke juu ya kila kilima sehemu, kisha wete, watakujia mbio.")
( KW_281 "Kauli njema na usamehevu ni bora kuliko sadaka inayo fuatiliwa na maudhi.")
( KW_282 "Ombeni: Mola wetu Mlezi!")
( KW_283 "Mola wake Mlezi alipo mwambia: Silimu, Nyenyekea!")
( KW_284 "Mnapokaa sawa sawa juu yao na mseme: Ametakasika aliye mfanya huyu atutumikie, na tusingeli weza kufanya haya wenyewe.")
( KW_285 "Sema Ingeli kuwa Rahamani ana mwana basi mimi ningeli kuwa wa kwanza kumuabudu.")
( KW_286 "Firauni akasema: Basi Mola wenu Mlezi ni nani, ewe Musa?")
( KW_287 "Musa akamwambia: Ole wenu!")
( KW_288 "Tukasema: Usikhofu!")
( KW_289 "Ujuzi wake umeenea kila kitu.")
( KW_290 "Hakika hutapata kiu humo wala hutapata joto.")
( KW_291 "Akasema: Ondokeni humu nyote hali ya kuwa ni maadui nyinyi kwa nyinyi.")
( KW_292 "Lau kuwa si neno lililo kwisha tangulia kutoka kwa Mola wako mlezi.")
( KW_293 "Wito wao humo utakuwa: Subhanaka Umetakasika Ee Mwenyezi Mungu!")
( KW_294 "Basi.")
( KW_295 "Enyi watu, Jeuri zenu zitakudhuruni wenyewe.")
( KW_296 "Nyuso zao kama kwamba zimefunikwa na vipande vya usiku wa giza.")
( KW_297 "Sema: Ehe!")
( KW_298 "Basi angalia vipi ulikuwa mwisho wa walio onywa.")
( KW_299 "Leo, basi Leo, tutakuokoa kwa mwili wako, ili uwe Ishara kwa ajili ya walio nyuma yako.")
( KW_300 "Ngojeni, Nami ni pamoja nanyi, katika wanao ngoja.")
( KW_301 "Uelekeze uso wako kwenye Dini ya Kweli, wala usiwe katika washirikina.")
( KW_302 "Ila ni dharau ya uwongo, na kupenda kuleta khitilafu na mgawanyo.")
( KW_303 "Sura imekhitimisha kwa kueleza vilivyo.")
( KW_304 "Alistaajabu kuwajia, mwonaji anaye tokana nao wenyewe, na makafiri wakasema: Huyu ni mchawi, mwongo.")
( KW_305 "Thamud na kaumu Luti na watu wa Machakani.")
( KW_306 "Wote walikuwa wanyenyekevu kwake.")
( KW_307 "Ole wao walio kufuru, kwa Moto, utao wapata.")
( KW_308 "Wengine wafungwao kwa minyororo.")
( KW_309 "Basi haya maji baridi ya kuogea na ya kunywa.")
( KW_310 "Nipe muhula mpaka siku, watayo fufuliwa viumbe.")
( KW_311 "Labda jamaa zake wangeondokana na fedheha.")
( KW_312 "Mumechokosa nyuki kwa kumuuwaa Mukoroso.")
( KW_313 "Ilikuwa na maandishi yaliyoandikwa kivoloya, kama ya mtoto wa shule ya Wakanjuu.")
( KW_314 "Iko nini baya?")
( KW_315 "Veve mtu gani hii?")
( KW_316 "Hii pana mutu naveza kujibu veve.")
